complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-01027,2026-05-24 10:57:00,en,I want to report that the bus route was changed without notice in Route 3 Bus Stop.,i want to report that the bus route was changed without notice in route 3 bus stop,Transport and Parking,Transport Cell,Low,Parking,Route 3 Bus Stop,63,0,0,0,,12.51,In Progress,
CMP-02082,2026-05-24 11:37:00,ta_en,Hostel Mess la canteen service romba slow ah iruku. Please check pannunga.,hostel mess la canteen service romba slow ah iruku please check pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,134,0,1,0,,15.33,Closed,Synthetic resolution record
CMP-02853,2026-05-24 12:37:00,ta_en,"C-204 la classroom ventilation poor ah iruku, immediate ah solve pannunga.",c 204 la classroom ventilation poor ah iruku immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-204,67,0,1,0,,44.39,Resolved,Synthetic resolution record
CMP-00985,2026-05-24 12:48:00,en,I want to report that garbage has accumulated in Parking Area.,i want to report that garbage has accumulated in parking area,Cleanliness and Waste,Housekeeping and Sanitation,High,Canteen,Parking Area,131,0,2,0,,8.4,Open,
CMP-01419,2026-05-24 13:51:00,ta_en,"Hostel Block C la water tank overflow aagudhu, immediate ah solve pannunga.",hostel block c la water tank overflow aagudhu immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Hostel Block C,234,0,0,0,,32.45,Closed,Synthetic resolution record
CMP-00079,2026-05-24 13:58:00,en,I want to report that garbage has accumulated in Boys Hostel Washroom.,i want to report that garbage has accumulated in boys hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Boys Hostel Washroom,41,0,2,0,,14.18,Resolved,Synthetic resolution record
CMP-01911,2026-05-24 13:58:00,ta_en,lab equipment work aagala at Computer Laboratory. Kindly action edunga.,lab equipment work aagala at computer laboratory kindly action edunga,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,Computer Laboratory,56,0,1,0,,35.95,Closed,Synthetic resolution record
CMP-00356,2026-05-24 14:25:00,ta,Central Library Reading Hall பகுதியில் வைஃபை வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,central library reading hall பக த ய ல வ ஃப வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Central Library Reading Hall,65,0,0,0,,25.87,In Progress,
CMP-00194,2026-05-24 14:29:00,ta,Hostel Room 214 இல் ஜன்னல் சேதமடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel room 214 இல ஜன னல ச தமட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Hostel and Accommodation,Hostel Administration,Low,Hostel,Hostel Room 214,181,0,0,0,,27.19,In Progress,
CMP-01716,2026-05-24 17:25:00,ta,வாகனம் வளாக நுழைவாயிலை மறைத்துள்ளது பிரச்சனை College Entrance இடத்தில் உள்ளது.,வ கனம வள க ந ழ வ ய ல மற த த ள ளத ப ரச சன college entrance இடத த ல உள ளத,Transport and Parking,Transport Cell,High,Campus Road,College Entrance,164,0,0,0,,31.88,Open,
CMP-01932,2026-05-24 17:45:00,en,There is a problem because the room door lock is broken at Boys Hostel Block B.,there is a problem because the room door lock is broken at boys hostel block b,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Boys Hostel Block B,139,0,0,0,,68.82,Closed,Synthetic resolution record
CMP-00992,2026-05-24 18:03:00,ta_en,Route 1 Bus Stop area la campus bus late ah vandhuchu.,route 1 bus stop area la campus bus late ah vandhuchu,Transport and Parking,Transport Cell,Medium,Campus Road,Route 1 Bus Stop,62,0,1,0,,5.63,Closed,Synthetic resolution record
CMP-00147,2026-05-24 19:17:00,ta_en,Computer Laboratory la classroom bench broken ah iruku. Please check pannunga.,computer laboratory la classroom bench broken ah iruku please check pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Computer Laboratory,64,0,0,0,,32.78,Open,
CMP-00241,2026-05-24 19:56:00,ta,Main Gate இல் வளாக தெருவிளக்கு வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,main gate இல வள க த ர வ ளக க வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Critical,Campus Road,Main Gate,82,1,2,0,,3.28,In Progress,
CMP-00250,2026-05-25 08:09:00,en,Please check the electrical switch is damaged at Hostel Block B.,please check the electrical switch is damaged at hostel block b,Electrical and Power,Electrical Maintenance,High,Laboratory,Hostel Block B,25,0,2,0,,15.56,In Progress,
CMP-00707,2026-05-25 08:50:00,en,I want to report that the tube light is flickering in C-204.,i want to report that the tube light is flickering in c 204,Electrical and Power,Electrical Maintenance,Low,Classroom,C-204,72,0,2,0,,29.4,Resolved,Synthetic resolution record
CMP-00927,2026-05-25 13:45:00,en,There is a problem because the hostel room is not cleaned at Boys Hostel Block B.,there is a problem because the hostel room is not cleaned at boys hostel block b,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block B,203,0,1,0,,13.07,Resolved,Synthetic resolution record
CMP-03376,2026-05-25 15:26:00,ta,Computer Laboratory இல் மின்சாரம் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,computer laboratory இல ம ன ச ரம இல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,High,Campus Building,Computer Laboratory,183,0,2,1,CMP-01198,8.73,Open,
CMP-00577,2026-05-25 15:57:00,en,Urgent attention is needed because the washroom has not been cleaned in Library Washroom.,urgent attention is needed because the washroom has not been cleaned in library washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Library Washroom,146,0,1,0,,21.92,Open,
CMP-03876,2026-05-25 18:02:00,en,Urgent attention is needed because the food appears unhygienic in Hostel Mess.,urgent attention is needed because the food appears unhygienic in hostel mess,Food and Canteen,Canteen Committee,Critical,Canteen,Hostel Mess,79,1,1,1,CMP-01780,4.68,In Progress,
CMP-00317,2026-05-25 18:55:00,ta,ஜன்னல் சேதமடைந்துள்ளது பிரச்சனை Boys Hostel Block B இடத்தில் உள்ளது.,ஜன னல ச தமட ந த ள ளத ப ரச சன boys hostel block b இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,207,0,0,0,,47.77,Open,
CMP-03755,2026-05-25 18:59:00,ta,Main Canteen பகுதியில் உணவின் விலை தவறாக உள்ளது. தயவுசெய்து சரிசெய்யவும்.,main canteen பக த ய ல உணவ ன வ ல தவற க உள ளத தயவ ச ய த சர ச ய யவ ம,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,141,0,2,1,CMP-01710,13.49,In Progress,
CMP-02811,2026-05-25 19:20:00,en,There is a problem because there is no water supply at Hostel Block C.,there is a problem because there is no water supply at hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block C,43,0,1,0,,23.13,Open,
CMP-03311,2026-05-25 19:48:00,en,I want to report that an unauthorized person entered the hostel area in Parking Area.,i want to report that an unauthorized person entered the hostel area in parking area,Safety and Security,Security Office,High,Campus Road,Parking Area,159,1,2,1,CMP-00772,2.08,Resolved,Synthetic resolution record
CMP-02719,2026-05-25 19:53:00,ta_en,Hostel Block B la water tank overflow aagudhu. Please check pannunga.,hostel block b la water tank overflow aagudhu please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Hostel Block B,73,0,2,0,,16.82,Resolved,Synthetic resolution record
CMP-01236,2026-05-25 19:59:00,ta_en,Route 1 Bus Stop la vehicle campus entrance block pannudhu. Please check pannunga.,route 1 bus stop la vehicle campus entrance block pannudhu please check pannunga,Transport and Parking,Transport Cell,Critical,Parking,Route 1 Bus Stop,108,0,2,0,,8.16,Closed,Synthetic resolution record
CMP-03887,2026-05-25 20:26:00,ta_en,Main Canteen la water tank overflow aagudhu. Please check pannunga.,main canteen la water tank overflow aagudhu please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Main Canteen,47,0,3,1,CMP-01186,4.98,Resolved,Synthetic resolution record
CMP-01058,2026-05-25 20:36:00,en,Please check an unauthorized person entered the hostel area at Library Entrance.,please check an unauthorized person entered the hostel area at library entrance,Safety and Security,Security Office,High,Hostel,Library Entrance,205,1,0,0,,6.08,Open,
CMP-03220,2026-05-25 21:54:00,ta,Hostel Block C இல் தண்ணீர் வழங்கல் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block c இல தண ண ர வழங கல இல ல உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Hostel Block C,170,0,1,1,CMP-01419,3.19,Resolved,Synthetic resolution record
CMP-03670,2026-05-26 01:44:00,en,Urgent attention is needed because the campus bus arrived late in Route 1 Bus Stop.,urgent attention is needed because the campus bus arrived late in route 1 bus stop,Transport and Parking,Transport Cell,Critical,Parking,Route 1 Bus Stop,41,0,3,1,CMP-01236,3.99,Resolved,Synthetic resolution record
CMP-03619,2026-05-26 02:21:00,ta,Route 1 Bus Stop இல் வாகனம் வளாக நுழைவாயிலை மறைத்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,route 1 bus stop இல வ கனம வள க ந ழ வ ய ல மற த த ள ளத உடனட ய க நடவட க க எட க கவ ம,Transport and Parking,Transport Cell,Medium,Campus Road,Route 1 Bus Stop,62,0,2,1,CMP-00992,14.21,Open,
CMP-02130,2026-05-26 08:36:00,ta_en,Computer Laboratory area la wifi work aagala.,computer laboratory area la wifi work aagala,Wi-Fi and IT Services,IT Support and Network Cell,High,Classroom,Computer Laboratory,66,0,2,0,,1.5,In Progress,
CMP-02277,2026-05-26 08:41:00,ta_en,North Canteen area la food hygiene illa.,north canteen area la food hygiene illa,Food and Canteen,Canteen Committee,High,Canteen,North Canteen,90,1,0,0,,7.85,Resolved,Synthetic resolution record
CMP-01762,2026-05-26 08:53:00,ta_en,"Library Washroom la waste area pakkathula bad smell iruku, immediate ah solve pannunga.",library washroom la waste area pakkathula bad smell iruku immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Library Washroom,28,0,1,0,,22.78,In Progress,
CMP-02643,2026-05-26 09:49:00,ta,வளாக பேருந்து தாமதமாக வந்தது பிரச்சனை College Entrance இடத்தில் உள்ளது.,வள க ப ர ந த த மதம க வந தத ப ரச சன college entrance இடத த ல உள ளத,Transport and Parking,Transport Cell,Low,Parking,College Entrance,51,0,2,0,,14.08,Open,
CMP-02172,2026-05-26 12:00:00,ta_en,Route 1 Bus Stop la vehicle campus entrance block pannudhu. Please check pannunga.,route 1 bus stop la vehicle campus entrance block pannudhu please check pannunga,Transport and Parking,Transport Cell,High,Campus Road,Route 1 Bus Stop,132,0,2,0,,18.77,Resolved,Synthetic resolution record
CMP-03763,2026-05-26 13:44:00,en,There is a problem because the washroom has not been cleaned at Library Washroom.,there is a problem because the washroom has not been cleaned at library washroom,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Library Washroom,119,0,2,1,CMP-01762,20.01,In Progress,
CMP-02680,2026-05-26 16:12:00,en,Urgent attention is needed because the Wi-Fi is not working in Central Library Reading Hall.,urgent attention is needed because the wi fi is not working in central library reading hall,Wi-Fi and IT Services,IT Support and Network Cell,Low,Laboratory,Central Library Reading Hall,34,0,0,0,,4.43,Closed,Synthetic resolution record
CMP-00733,2026-05-26 17:02:00,en,Urgent attention is needed because the classroom bench is broken in C-204.,urgent attention is needed because the classroom bench is broken in c 204,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-204,27,0,2,0,,4.61,In Progress,
