complaint_id,complaint_text,normalized_text,category,department,priority,location_type,specific_location,is_duplicate,duplicate_of_id
CMP-01837,Hostel Block A இல் வைஃபை வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block a இல வ ஃப வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,High,Hostel,Hostel Block A,0,
CMP-01960,Hostel Block B area la student portal load aagala.,hostel block b area la student portal load aagala,Wi-Fi and IT Services,IT Support and Network Cell,Low,Classroom,Hostel Block B,0,
CMP-02199,AC work aagala at Computer Laboratory. Kindly action edunga.,ac work aagala at computer laboratory kindly action edunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,0,
CMP-02817,Hostel Room 214 area la room door lock broken ah iruku.,hostel room 214 area la room door lock broken ah iruku,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Hostel Room 214,0,
CMP-01494,water tank overflow aagudhu at Engineering Block. Kindly action edunga.,water tank overflow aagudhu at engineering block kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Engineering Block,0,
CMP-02783,"Hostel Room 214 la cupboard lock work aagala, immediate ah solve pannunga.",hostel room 214 la cupboard lock work aagala immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Hostel Room 214,0,
CMP-00372,internet romba slow ah iruku at Hostel Block A. Kindly action edunga.,internet romba slow ah iruku at hostel block a kindly action edunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,Hostel Block A,0,
CMP-02260,Please check the drinking water dispenser is not working at North Canteen.,please check the drinking water dispenser is not working at north canteen,Food and Canteen,Canteen Committee,Low,Canteen,North Canteen,0,
CMP-03455,Main Parking Area பகுதியில் அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது. தயவுசெய்து சரிசெய்யவும்.,main parking area பக த ய ல அற வ ப ப ன ற ப ர ந த ப த ம ற றப பட டத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Main Parking Area,1,CMP-01431
CMP-03462,Hostel Block A la lab computer network connect aagala. Please check pannunga.,hostel block a la lab computer network connect aagala please check pannunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Hostel,Hostel Block A,1,CMP-01837
CMP-02939,Library Washroom area la waste area pakkathula bad smell iruku.,library washroom area la waste area pakkathula bad smell iruku,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Library Washroom,0,
CMP-00770,I want to report that the ERP login is failing in Central Library.,i want to report that the erp login is failing in central library,Wi-Fi and IT Services,IT Support and Network Cell,Critical,Classroom,Central Library,0,
CMP-01461,Urgent attention is needed because the fee payment is not updated in the portal in Student Service Centre.,urgent attention is needed because the fee payment is not updated in the portal in student service centre,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,0,
CMP-02386,There is a problem because the scholarship application status is not updated at Academic Office.,there is a problem because the scholarship application status is not updated at academic office,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-00753,Main Canteen area la water tank overflow aagudhu.,main canteen area la water tank overflow aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Main Canteen,0,
CMP-03886,washroom clean pannala at Academic Block Corridor. Kindly action edunga.,washroom clean pannala at academic block corridor kindly action edunga,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Academic Block Corridor,1,CMP-02932
CMP-00359,There is a problem because there is a power outage at C-305.,there is a problem because there is a power outage at c 305,Electrical and Power,Electrical Maintenance,Medium,Hostel,C-305,0,
CMP-00957,AC work aagala at C-101. Kindly action edunga.,ac work aagala at c 101 kindly action edunga,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,C-101,0,
CMP-00972,I want to report that the air conditioner is not working in AI Laboratory.,i want to report that the air conditioner is not working in ai laboratory,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,AI Laboratory,0,
CMP-01850,There is a problem because the student portal is not loading at AI Laboratory.,there is a problem because the student portal is not loading at ai laboratory,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,AI Laboratory,0,
CMP-01397,I want to report that there is no water supply in Main Canteen.,i want to report that there is no water supply in main canteen,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Hostel,Main Canteen,0,
CMP-02126,Electronics Laboratory area la AC work aagala.,electronics laboratory area la ac work aagala,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Electronics Laboratory,0,
CMP-02562,Urgent attention is needed because the ERP login is failing in Computer Laboratory.,urgent attention is needed because the erp login is failing in computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Computer Laboratory,0,
CMP-02376,Urgent attention is needed because the ERP login is failing in Hostel Block A.,urgent attention is needed because the erp login is failing in hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Hostel Block A,0,
CMP-03662,Central Library la student portal load aagala. Please check pannunga.,central library la student portal load aagala please check pannunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Central Library,1,CMP-01120
CMP-03044,Girls Hostel Washroom இல் நடைபாதை அழுக்காக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel washroom இல நட ப த அழ க க க உள ளத உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Hostel,Girls Hostel Washroom,1,CMP-02040
CMP-03733,Academic Office இல் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,academic office இல கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,Low,Office,Academic Office,1,CMP-02386
CMP-02033,Urgent attention is needed because the corridor is dirty in Parking Area.,urgent attention is needed because the corridor is dirty in parking area,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Parking Area,0,
CMP-03754,"C-305 la current supply illa, immediate ah solve pannunga.",c 305 la current supply illa immediate ah solve pannunga,Electrical and Power,Electrical Maintenance,Medium,Hostel,C-305,1,CMP-00359
CMP-01115,"North Canteen la food hygiene illa, immediate ah solve pannunga.",north canteen la food hygiene illa immediate ah solve pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,0,
CMP-00954,Girls Hostel Washroom இல் குப்பை குவிந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel washroom இல க ப ப க வ ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Washroom,Girls Hostel Washroom,0,
CMP-02089,There is a problem because the campus bus arrived late at College Entrance.,there is a problem because the campus bus arrived late at college entrance,Transport and Parking,Transport Cell,Medium,Campus Road,College Entrance,0,
CMP-00857,There is a problem because the corridor is dirty at Library Washroom.,there is a problem because the corridor is dirty at library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,0,
CMP-02227,I want to report that the projector is not displaying in C-305.,i want to report that the projector is not displaying in c 305,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,C-305,0,
CMP-03008,Urgent attention is needed because there is no water supply in Engineering Block.,urgent attention is needed because there is no water supply in engineering block,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Engineering Block,1,CMP-01494
